1.314154267311096191e-01,-2.260933667421340942e-01,4.808902144432067871e-01
-5.096406936645507812e-01,-2.260933667421340942e-01,-8.498337864875793457e-02
5.079087018966674805e-01,-2.260933667421340942e-01,2.310974448919296265e-01
-7.436770796775817871e-01,-1.554391860961914062e+00,-8.763980269432067871e-01
1.271070718765258789e+00,1.102205157279968262e+00,1.612637400627136230e+00
-1.994505152106285095e-02,1.102205157279968262e+00,-3.275006413459777832e-01
-5.935885310173034668e-01,-2.260933667421340942e-01,-2.062420099973678589e-01
-7.296857833862304688e-01,-2.260933667421340942e-01,-1.143175125122070312e+00
-7.894667983055114746e-01,-2.260933667421340942e-01,-1.038076162338256836e+00
-6.444659829139709473e-01,-2.260933667421340942e-01,-7.915170192718505859e-01
-7.718220353126525879e-02,1.102205157279968262e+00,-8.117348551750183105e-01
-8.659994928166270256e-04,-2.260933667421340942e-01,5.325145646929740906e-02
-1.407790482044219971e-01,-2.260933667421340942e-01,-8.418307453393936157e-02
3.150993347167968750e+00,2.430503606796264648e+00,2.906062841415405273e+00
-9.319236874580383301e-01,-2.260933667421340942e-01,-6.508569717407226562e-01
3.807150125503540039e-01,1.102205157279968262e+00,8.850856423377990723e-01
-8.657829761505126953e-01,-1.554391860961914062e+00,-3.275006413459777832e-01
-9.726256728172302246e-01,-2.260933667421340942e-01,-1.135891556739807129e+00
7.737434506416320801e-01,1.102205157279968262e+00,1.290073275566101074e+00
1.310500741004943848e+00,1.102205157279968262e+00,2.090396404266357422e+00
-2.972272634506225586e-01,-2.260933667421340942e-01,-7.074443697929382324e-01
-1.433229148387908936e-01,-1.554391860961914062e+00,-6.904681324958801270e-01
-5.045529603958129883e-01,-2.260933667421340942e-01,-7.882834076881408691e-01
-4.919959604740142822e-02,1.102205157279968262e+00,-6.508569717407226562e-01
2.403094530105590820e+00,-2.260933667421340942e-01,1.887490272521972656e+00
-1.145609021186828613e+00,-2.260933667421340942e-01,-7.316960692405700684e-01
-6.902557015419006348e-01,-2.260933667421340942e-01,1.003110766410827637e+00
6.681727170944213867e-01,-2.260933667421340942e-01,1.039488315582275391e+00
2.535213530063629150e-01,-2.260933667421340942e-01,1.087991714477539062e+00
8.093577027320861816e-01,-2.260933667421340942e-01,-3.275006413459777832e-01
-2.056478112936019897e-01,-1.554391860961914062e+00,7.669479399919509888e-02
-1.272802710533142090e+00,-2.882690429687500000e+00,-1.378408789634704590e+00
5.001147091388702393e-02,1.102205157279968262e+00,-2.062420099973678589e-01
1.445326089859008789e+00,-2.260933667421340942e-01,1.935993790626525879e+00
-2.412620484828948975e-01,1.102205157279968262e+00,-4.406753480434417725e-01
-7.169663906097412109e-01,-2.260933667421340942e-01,-7.316960692405700684e-01
-9.688098430633544922e-01,-2.260933667421340942e-01,-8.933742642402648926e-01
1.670296490192413330e-01,1.102205157279968262e+00,3.708364069461822510e-02
2.816473960876464844e+00,1.102205157279968262e+00,1.686200976371765137e+00
2.051877528429031372e-01,1.102205157279968262e+00,-4.317830502986907959e-01
-4.282367527484893799e-01,-1.554391860961914062e+00,2.270554900169372559e-01
3.018549382686614990e-01,-2.260933667421340942e-01,-8.498337864875793457e-02
7.203221321105957031e-01,1.102205157279968262e+00,-2.135175317525863647e-01
-1.018415451049804688e+00,-2.260933667421340942e-01,-3.347761631011962891e-01
-1.461049437522888184e+00,-1.554391860961914062e+00,-1.297569632530212402e+00
-1.891126334667205811e-01,1.102205157279968262e+00,-3.275006413459777832e-01
-1.014599561691284180e+00,-2.260933667421340942e-01,-8.157687187194824219e-01
